<DOCUMENT 1> 
503 one_CD
504 book_NN
505 ._.
506 Not_RB
507 gonna_VBG
508 happen_VB
509 ._.
510 #_#
511 UAAmazing_VBG
512 UAA_.
513 :_:
514 Where_WRB
515 textbook_NN
516 reservations_NNS
517 turn_NN
518 into_IN
519 textbook_NN
520 IOUs_NNS
521 right_NN
522 before_IN
523 your_PRP$
524 innocent_JJ
525 eyes_NNS
526 ._.
527 #_#
528 UAAmazing_VBG
529 And_CC
530 we_PRP
531 are_VBP
532 sold_VBN
533 out_IN
534 !_.
535 Thank_VB
536 you_PRP
537 ,_,
538 Anchorage_NNP
539 for_IN
540 caring_VBG
541 about_IN
542 civil_JJ
543 discourse_NN
544 !_.
545 #arguingalaska_NN
546 #uaamazing_VBG
547 Took_NN
548 a_DT
549 semester_NN
550 off_IN
551 ,_,
552 glad_JJ
553 to_TO
554 see_VB
555 that_WDT
556 the_DT
557 puddle_NN
558 of_IN
559 piss_NN
560 and_CC
561 pubes_NNS
562 called_VBN
563 the_DT
564 "men_NNS
565 's_POS
566 bathroom_NN
567 "_``
568 in_IN
569 the_DT
570 SSB_NN
571 is_VBZ
572 still_RB
573 there_EX
574 ._.
575 #_#
576 UAAmazing_VBG
577 I_PRP
578 mean_VB
579 ,_,
580 it_PRP
581 'd_MD
582 be_VB
583 nice_JJ
584 if_IN
585 someone_NN
586 would_MD
587 put_VBN
588 down_IN
589 icemelt_NN
590 for_IN
591 the_DT
592 first_RB
593 day_NN
594 off_IN
595 classes_NNS
596 ._.
597 ._.
598 #uaamazing_VBG
599 #ouch_NN
600 College_NNP
601 textbooks_NNS
602 priced_VBN
603 like_IN
604 they_PRP
605 're_VBP
606 all_PDT
607 leaked_VBN
608 copies_NNS
609 of_IN
610 the_DT
611 next_JJ
612 Game_NN
613 of_IN
614 Thrones_NNS
615 book_NN
616 ._.
617 #_#
618 UAAmazing_VBG
619 When_WRB
620 the_DT
621 UAA_.
622 bookstore_NN
623 did_VBD
624 n't_RB
625 pull_VB
626 your_PRP$
627 preordered_VBN
628 books_NNS
629 off_IN
630 the_DT
631 shelf_NN
632 ._.
633 #_#
634 UAAmazing_VBG
635 According_VBG
636 to_TO
637 blackboard_NN
638 ,_,
639 I_PRP
640 have_VB
641 one_CD
642 class_NN
643 this_DT
644 semester_NN
645 instead_RB
646 of_IN
647 5_CD
648 ._.
649 #_#
650 UAAmazing_VBG
651 @JensenElijah_NN
652 #funfact_NN
653 #uaamazing_VBG
654 is_VBZ
655 the_DT
656 2nd_CD
657 cheapest_JJS
658 school_NN
659 in_IN
660 America_NNP
661 !_.
662 Got_VBN
663 Health_NNP
664 Insurance_NN
665 ?_.
666 No_UH
667 ?_.
668 Help_VB
669 is_VBZ
670 arriving_VBG
671 at_IN
672 #_#
673 UAA_.
674 on_IN
675 January_NNP
676 13th_NN
677 ,_,
678 in_IN
679 the_DT
680 SU._.
681 10-2pm_.
682 ._.
683 #_#
684 UAASHCC_.
685 #_#
686 UAAmazing_VBG
687 22_CD
688 %_NN
689 Graduation_NN
690 rate_NN
691 at_IN
692 UAA_.
693 ._.
694 #_#
695 UAAmazing_VBG
696 I_PRP
697 love_NN
698 the_DT
699 new_JJ
700 black_JJ
701 board_NN
702 update_NN
703 ._.
704 #uaamazing_VBG
705 So_CC
706 happy_JJ
707 I_PRP
708 have_VB
709 another_DT
710 week_NN
711 off_IN
712 before_IN
713 school_NN
714 starts_NNS
715 again_RB
716 ._.
717 #uaamazing_VBG
718 Mr._NNP
719 A_DT
720 is_VBZ
721 one_CD
722 of_IN
723 the_DT
724 most_RBS
725 genuine_JJ
726 people_NNS
727 I_PRP
728 've_VB
729 had_VBN
730 the_DT
731 privilige_NN
732 of_IN
733 meeting_VBG
734 ._.
735 Truly_.
736 inspiring_VBG
737 ._.
738 #_#
739 UAAmazing_VBG
740 My_PRP$
741 textbooks_NNS
742 for_IN
743 this_DT
744 semester_NN
745 are_VBP
746 going_VBG
747 to_TO
748 cost_NN
749 more_RBR
750 than_IN
751 what_WP
752 I_PRP
753 even_RB
754 pay_NN
755 out_IN
756 of_IN
757 pocket_NN
758 for_IN
759 tuition_NN
760 ._.
761 #uaamazing_VBG
762 #butreally_RB
763 Education_NN
764 alumnus_NN
765 Adam_NNP
766 Ahonen_NN
767 discusses_NNS
768 his_PRP$
769 career_NN
770 helming_VBG
771 Service_NNP
772 High_RB
773 School’s_.
774 special_JJ
775 ed_VBN
776 program_NN
777 http_NN
778 ://ow.ly/Wcipb_NN
779 ._.
780 #_#
781 UAAmazing_VBG
782 #_#
783 2_CD
784 Johanna_NNP
785 and_CC
786 JT_.
787 broke_JJ
788 33rd_CC
789 at_IN
790 the_DT
791 World_NNP
792 Universities_NNS
793 Debating_VBG
794 Championship_NN
795 in_IN
796 Thessaloniki_.
797 !_.
798 !_.
799 !_.
800 They_PRP
801 're_VBP
802 going_VBG
803 to_TO
804 elim_NN
805 rounds_NNS
806 !_.
807 #uaamazing_VBG
808 #wudc_NN
809 Going_VBG
810 into_IN
811 round_NN
812 6_CD
813 ,_,
814 JT_.
815 and_CC
816 Johanna_NNP
817 are_VBP
818 sitting_VBG
819 on_IN
820 10_CD
821 points_NNS
822 ._.
823 They_PRP
824 drew_VBD
825 OG_.
826 against_IN
827 Monash_.
828 x2_.
829 and_CC
830 LSE._NN
831 Waiting_VBG
832 for_IN
833 results_NNS
834 ._.
835 #wudc_NN
836 #uaa_.
837 Don’t_.
838 forget_VB
839 !_.
840 You_PRP
841 can_MD
842 still_RB
843 donate_VB
844 and_CC
845 save_VB
846 @UAA_Bookstore_NN
847 until_IN
848 the_DT
849 24th_JJ
850 ._.
851 #_#
852 SeasonOfSavings_NNS
853 #_#
854 Uaamazing_VBG
855 Holiday_NNP
856 Special_JJ
857 Hours_NNS
858 of_IN
859 Operation_NN
860 ._.
861 #_#
862 UAASHCC_.
863 #_#
864 UAAmazing_VBG
865 #uaamazing_VBG
866 should_MD
867 b_NN
868 added_VBN
869 to_TO
870 that_WDT
871 last_JJ
872 tweet_NN
873 Bruh_.
874 ...same_.
875 #uaamazing_VBG
876 Gonfalon_NNP
877 for_IN
878 @uaanchorage_NN
879 College_NNP
880 of_IN
881 Arts_NNS
882 &_CC
883 Sciences_NNPS
884 2015_CD
885 Fall_NN
886 Commencement_NN
887 !_.
888 Congrats_NNS
889 Grads_NNS
890 !_.
891 #uaamazing_VBG
892 Congratulations_NNS
893 to_TO
894 the_DT
895 Class_NN
896 of_IN
897 2015_CD
898 !_.
899 !_.
900 #_#
901 UAAGrad_.
902 #_#
903 UAAmazing_VBG
904 Commencement_NN
905 speaker_NN
906 Ruddy_NNP
907 Abam_VB
908 offering_VBG
909 her_PRP$
910 congratulations_NNS
911 to_TO
912 #_#
913 UAAGrad_.
914 Fall_NN
915 2015_CD
916 ._.
917 #uaamazing_VBG
918 https_NNS
919 ://www.instagram.com/p/_P9ygmtYRn/_.
920 #commencement_NN
921 graduation_NN
922 #volunteer_NN
923 #uaamazing_VBG
924 (_-LRB-
925 @_NN
926 Alaska_NNP
927 Airlines_NNS
928 Center_NNP
929 in_IN
930 Anchorage_NNP
931 ,_,
932 AK)_.
933 ._.
934 https_NNS
935 ://www_NN
936 .swarmapp.com/c/e2TmdxpgD43_.
937 Hats_.
938 off_IN
939 to_TO
940 all_PDT
941 our_PRP$
942 #_#
943 UAAmazing_VBG
944 Fall_NN
945 2015_CD
946 gaduates_NNS
947 !_.
948 When_WRB
949 you_PRP
950 had_VBN
951 an_DT
952 A_DT
953 in_IN
954 English_NNP
955 all_PDT
956 semester_NN
957 and_CC
958 the_DT
959 day_NN
960 after_IN
961 your_PRP$
962 last_JJ
963 class_NN
964 he_PRP
965 decides_VBZ
966 to_TO
967 enter_VB
968 participation_NN
969 and_CC
970 fuck_VB
971 you_PRP
972 over_IN
973 ._.
974 #uaamazing_VBG
975 Like_IN
976 seriously_RB
977 come_VBN
978 on_IN
979 !_.
980 Bump_CC
981 my_PRP$
982 overall_JJ
983 89_CD
984 %_NN
985 to_TO
986 an_DT
987 A._NN
988 #uaamazing_VBG
989 Off_IN
990 to_TO
991 represent_VB
992 UAA_.
993 :_:
994 University_NNP
995 of_IN
996 Alaska_NNP
997 Anchorage_NNP
998 students_NNS
999 at_IN
1000 the_DT
1001 Board_NNP
1002 of_IN
1003 Regents_NNS
1004 meeting_VBG
1005 at_IN
1006 UAF_NN
1007 !_.
1008 #uaamazing_VBG
1009 ..._:
1010 http_NN
1011 ://fb.me/751hfv8rn_NN
1012 bye_NN
1013 UAA_.
1014 thanks_NNS
1015 for_IN
1016 the_DT
1017 3_CD
1018 semesters_NNS
1019 lol_NN
1020 ._.
1021 #_#
1022 UAAmazing_VBG
1023 My_PRP$
1024 professor_NN
1025 literally_RB
1026 made_VBN
1027 a_DT
1028 phone_NN
1029 call_NN
1030 in_IN
1031 the_DT
1032 middle_NN
1033 of_IN
1034 our_PRP$
1035 final_JJ
1036 ,_,
1037 using_VBG
1038 a_DT
1039 student_NN
1040 's_POS
1041 phone_NN
1042 ,_,
1043 because_IN
1044 she_PRP
1045 lost_VBN
1046 her_PRP$
1047 own_JJ
1048 ..._:
1049 #_#
1050 UAAmazing_VBG
1051 We_PRP
1052 cant_NN
1053 even_RB
1054 load_NN
1055 a_DT
1056 TV_NN
1057 SHOW_NNS
1058 on_IN
1059 residence_NN
1060 wifi_NN
1061 ._.
1062 #uaamazing_VBG
1063 I_PRP
1064 just_RB
1065 discovered_VBN
1066 that_WDT
1067 I_PRP
1068 have_VB
1069 a_DT
1070 view_NN
1071 of_IN
1072 #_#
1073 Denali_NNP
1074 from_IN
1075 my_PRP$
1076 office_NN
1077 window_NN
1078 ._.
1079 #_#
1080 JustTheTip_RB
1081 #_#
1082 ItCounts_.
1083 #uaamazing_VBG
1084 #_#
1085 Alaska_NNP
1086 JT_.
1087 and_CC
1088 Johanna_NNP
1089 WIN_IN
1090 the_DT
1091 #seattleiv._.
1092 #_#
1093 UAAmazing_VBG
1094 @sklauder9_CD
1095 I_PRP
1096 'm_VBP
1097 gonna_VBG
1098 take_VB
1099 a_DT
1100 swing_NN
1101 at_IN
1102 the_DT
1103 dean_NN
1104 of_IN
1105 students_NNS
1106 too_RB
1107 ._.
1108 #uaamazing_VBG
1109 When_WRB
1110 blackboard_NN
1111 is_VBZ
1112 down_IN
1113 for_IN
1114 scheduled_VBN
1115 maintenance_NN
1116 the_DT
1117 day_NN
1118 before_IN
1119 finals_NNS
1120 week_NN
1121 starts_NNS
1122 ...._:
1123 #uaamazing_VBG
1124 UAAs_.
1125 wifi_NN
1126 is_VBZ
1127 forever_RB
1128 shitty_NN
1129 ._.
1130 #uaamazing_VBG
1131 ‘Twas_.
1132 the_DT
1133 week_NN
1134 before_IN
1135 finals_NNS
1136 …#uaamazing_VBG
1137 (_-LRB-
1138 at_IN
1139 UAA_.
1140 :_:
1141 University_NNP
1142 of_IN
1143 Alaska_NNP
1144 Anchorage_NNP
1145 )_-RRB-
1146 Rocky_NNP
1147 research_NN
1148 :_:
1149 #_#
1150 UAA_.
1151 geology_NN
1152 student_NN
1153 Ian_NNP
1154 Minnock_NNP
1155 takes_VBZ
1156 extracurricular_JJ
1157 to_TO
1158 a_DT
1159 whole_NN
1160 new_JJ
1161 level_NN
1162 ._.
1163 http_NN
1164 ://ow.ly/V5iy0_.
1165 #_#
1166 UAAmazing_VBG
1167 #IAMUAA_.
1168 Photobombed_.
1169 by_IN
1170 Jim_NNP
1171 !_.
1172 Having_VBG
1173 a_DT
1174 blast_NN
1175 at_IN
1176 the_DT
1177 @GCIAK_NN
1178 Great_JJ
1179 #_#
1180 Alaska_NNP
1181 Shootout_NN
1182 !_.
1183 #seawolfselfie_NN
1184 #uaamazing_VBG
1185 he_PRP
1186 Seawolves_NNS
1187 are_VBP
1188 up_IN
1189 by_IN
1190 1_CD
1191 at_IN
1192 the_DT
1193 half_NN
1194 of_IN
1195 the_DT
1196 GCI_.
1197 Great_JJ
1198 Alaska_NNP
1199 Shootout_NN
1200 !_.
1201 It_PRP
1202 's_POS
1203 32-31_CD
1204 ._.
1205 #_#
1206 GreatAKShootout_CC
1207 #WKU_.
1208 #uaamazing_VBG
1209 #seawolfnation_NN
1210 #seawolfselfie_NN
1211 #_#
1212 Uaamazing_VBG
1213 "_``
1214 Where_WRB
1215 "drink_NN
1216 until_IN
1217 she_PRP
1218 's_POS
1219 pretty_RB
1220 "_``
1221 is_VBZ
1222 the_DT
1223 school_NN
1224 motto_NN
1225 ._.
1226 "_``
1227 -_:
1228 University_NNP
1229 of_IN
1230 Alaska_NNP
1231 Anchorage_NNP
1232 final_JJ
1233 marketing_NN
1234 presentation_NN
1235 !_.
1236 !_.
1237 !_.
1238 #studentlife_NN
1239 #uaamazing_VBG
1240 #student_NN
1241 #bathroomselfie_NN
1242 #shofie_NN
1243 #bluecrew_NN
1244 …_NN
1245 https_NNS
1246 ://instagram.com/p/-VIhkUABt5/_.
1247 #_#
1248 UAA_.
1249 alumna_NN
1250 Rachel_NNP
1251 Wintz_NNP
1252 AK_NN
1253 Hometown_NN
1254 Hero_.
1255 for_IN
1256 work_NN
1257 with_IN
1258 Girls_NNS
1259 on_IN
1260 the_DT
1261 Run_VB
1262 AK._.
1263 #_#
1264 UAAmazing_VBG
1265 http_NN
1266 ://ow.ly/UTVbz_NN
1267 Lunch_NN
1268 at_IN
1269 the_DT
1270 Varsity_NNP
1271 Sports_NNS
1272 Grill_NNP
1273 at_IN
1274 the_DT
1275 @AlaskaAir_NN
1276 Arena_NNP
1277 is_VBZ
1278 #uaamazing_VBG
1279 ._.
1280 Go_VB
1281 Seawolves_NNS
1282 !_.
1283 #alaska_NN
1284 Huge_.
1285 congratulations_NNS
1286 Glenna_NNP
1287 Muncy_NN
1288 !_.
1289 Way_NN
1290 to_TO
1291 represent_VB
1292 the_DT
1293 green_JJ
1294 and_CC
1295 gold_NN
1296 ._.
1297 We_PRP
1298 always_RB
1299 knew_VBD
1300 you_PRP
1301 were_VBD
1302 #_#
1303 UAAmazing_VBG
1304 !_.
1305 Collaborative_NNP
1306 meeting_VBG
1307 this_DT
1308 morning_NN
1309 to_TO
1310 discuss_VB
1311 Spring_NN
1312 events_NNS
1313 !_.
1314 #uaamazing_VBG
1315 UAA_.
1316 :_:
1317 @HilaryCorna_.
1318 at_IN
1319 @uaanchorage_NN
1320 ._.
1321 #dareyourself_.
1322 #uaamazing_VBG
1323 #uaaphotos_NNS
1324 Finding_VBG
1325 things_NNS
1326 to_TO
1327 do_VB
1328 to_TO
1329 beat_NN
1330 the_DT
1331 winter_NN
1332 blues_NNS
1333 ,_,
1334 on_IN
1335 my_PRP$
1336 dorm_NN
1337 roof_NN
1338 chillin_VBG
1339 w_WRB
1340 a_DT
1341 J._NNP
1342 #uaamazing_VBG
1343 Finally_RB
1344 finishing_VBG
1345 an_DT
1346 essay_NN
1347 that_WDT
1348 has_VBZ
1349 been_VBN
1350 stressing_VBG
1351 you_PRP
1352 out_IN
1353 for_IN
1354 the_DT
1355 past_NN
1356 2_CD
1357 weeks_NNS
1358 is_VBZ
1359 one_CD
1360 of_IN
1361 the_DT
1362 best_JJS
1363 feelings_NNS
1364 ._.
1365 #uaamazing_VBG
1366 Me_PRP
1367 tryna_.
1368 finish_NN
1369 this_DT
1370 5_CD
1371 page_NN
1372 essay_NN
1373 ,_,
1374 and_CC
1375 5_CD
1376 pages_NNS
1377 is_VBZ
1378 n't_RB
1379 even_RB
1380 a_DT
1381 lot_NN
1382 in_IN
1383 college_NN
1384 ._.
1385 #uaamazing_VBG
1386 #collegelife_NN
1387 @demrys_NNS
1388 killing_VBG
1389 it_PRP
1390 ._.
1391 #_#
1392 UAAmazing_VBG
1393 @seawolfdebate_NN
1394 @uaaphotos_NNS
1395 (_-LRB-
1396 at_IN
1397 UAA/APU_.
1398 Consortium_NN
1399 Library_JJ
1400 )s_NNS
1401 Full_NN
1402 house_NN
1403 !_.
1404 120_CD
1405 people_NNS
1406 and_CC
1407 they_PRP
1408 keep_VB
1409 coming_VBG
1410 in_IN
1411 ._.
1412 #_#
1413 UAAmazing_VBG
1414 Live_NN
1415 stream_NN
1416 is_VBZ
1417 up_IN
1418 !_.
1419 Join_VB
1420 us_PRP
1421 for_IN
1422 a_DT
1423 public_NN
1424 debate_NN
1425 at_IN
1426 7_CD
1427 PM._.
1428 #uaamazing_VBG
1429 http_NN
1430 ://m_NN
1431 .ustream.tv/channel/exhibition-debates_NNS
1432 …_NN
1433 Regram_NN
1434 from_IN
1435 the_DT
1436 @akaircenter_NN
1437 ._.
1438 Stunning_VBG
1439 sunset_NN
1440 ._.
1441 #_#
1442 UAAmazing_VBG
1443 #campusview_NN
1444 #ohwhataview_NN
1445 …_NN
1446 https_NNS
1447 ://instagram.com/p/-AdkZzNYW-/_.
1448 I_PRP
1449 finished_VBN
1450 my_PRP$
1451 only_RB
1452 college_NN
1453 application_NN
1454 and_CC
1455 it_PRP
1456 took_VBD
1457 me_PRP
1458 like_IN
1459 20_CD
1460 minutes_NNS
1461 ._.
1462 #_#
1463 UAAmazing_VBG
1464 #_#
1465 Bless_.
1466 Not_RB
1467 looking_VBG
1468 forward_RB
1469 to_TO
1470 the_DT
1471 3_CD
1472 night_NN
1473 classes_NNS
1474 I_PRP
1475 have_VB
1476 next_JJ
1477 semester_NN
1478 from_IN
1479 5:30-9:30_CD
1480 ._.
1481 #uaamazing_VBG
1482 hands_NNS
1483 down_IN
1484 Prof._NNP
1485 Trotter_NNP
1486 is_VBZ
1487 my_PRP$
1488 favorite_NN
1489 prof_NN
1490 right_NN
1491 now_RB
1492 !_.
1493 boom_NN
1494 #_#
1495 100_CD
1496 ._.
1497 #uaamazing_VBG
1498 #studentlife_NN
1499 When_WRB
1500 you_PRP
1501 spill_NN
1502 all_PDT
1503 the_DT
1504 daphnia_NN
1505 in_IN
1506 your_PRP$
1507 bio_NN
1508 lab_NN
1509 ._.
1510 #uaamazing_VBG
1511 Well_UH
1512 ...it_NN
1513 took_VBD
1514 me_PRP
1515 about_IN
1516 20_CD
1517 mins_NNS
1518 but_CC
1519 I_PRP
1520 managed_VBN
1521 to_TO
1522 get_VB
1523 an_DT
1524 almost_RB
1525 halfway_RB
1526 decent_JJ
1527 parking_NN
1528 spot_NN
1529 at_IN
1530 the_DT
1531 UAA_.
1532 library_NN
1533 ._.
1534 #_#
1535 UAAmazing_VBG
1536 Read_VB
1537 about_IN
1538 #_#
1539 UAA_.
1540 student_NN
1541 Kyle_NNP
1542 Worl_NNP
1543 's_POS
1544 Second_JJ
1545 Bridge_NNP
1546 project_NN
1547 in_IN
1548 Chevak_NNP
1549 ,_,
1550 AK._.
1551 http_NN
1552 ://ow.ly/UrHyA_.
1553 #_#
1554 UAAmazing_VBG
1555 APD_NN
1556 :_:
1557 Closes_RBR
1558 roads_NNS
1559 ._.
1560 ASD_.
1561 :_:
1562 Cancels_NNS
1563 school_NN
1564 ._.
1565 APU_NN
1566 :_:
1567 Cancels_NNS
1568 campus_NN
1569 classes_NNS
1570 ._.
1571 UAA_.
1572 :_:
1573 Lol_NNP


1574 ._.
1575 You_PRP
1576 be_VB
1577 aiight_NN
1578 ._.

1579 Put_VB
1580 on_IN

1581 a_DT

1582 hat_NN
1583 and_CC
1584 get_VB
1585 over_IN
1586 here_RB
1587 ._.
1588 #uaamazing_VBG
1589 When_WRB
1590 ASD_.
1591 and_CC
1592 APU_NN
1593 cancel_VB
1594 their_PRP$
1595 classes_NNS
1596 for_IN
1597 today_NN
1598 but_CC
1599 UAA_.
1600 does_VBZ
1601 n't_RB
1602 ._.
1603 #uaamazing_VBG
1604 Service_NNP
1605 High_RB
1606 seniors_NNS
1607 at_IN
1608 the_DT
1609 UAA_.
1610 Preview_NN
1611 Day_NN
1612 event_NN
1613 today_NN
1614 ._.
1615 #DAB_NN
1616 #_#
1617 UAAmazing_VBG
1618 #907_CD
1619 #_#
1620 ServiceHighSchool_NN
1621 #_#
1622 ClassOf2016_.
1623 

