Between	 Other
!	 Other
!	 Other
#studentlife	 JJ
#uaamazing	 JJ
#student	 NN
#bathroomselfie	 RB
#shofie	 JJ
#bluecrew\u2026	 JJ
https	 NN
:	 Other
//instagram.com/p/-VIhkUABt5/	 JJ
#UAA	 NN
alumna	 NN
Rachel	 NN
Wintz	 NN
AK	 NN
Hometown	 NN
Hero	 NN
for	 Other
work	 NN
with	 Other
Girls	 NN
on	 Other
the	 Other
Run	 NN
AK	 NN
.	 Other
#UAAmazing	 VB
http	 NN
:	 Other
//ow.ly/UTVbz	 JJ
Lunch	 NN
at	 Other
the	 Other
Varsity	 NN
Sports	 NN
Grill	 NN
at	 Other
the	 Other
@	 NN
AlaskaAir	 NN
Arena	 NN
is	 VB
#uaamazing	 VB
.	 Other
Go	 NN
Seawolves	 VB
!	 Other
#alaska	 JJ
Huge	 NN
congratulations	 NN
Glenna	 NN
Muncy	 NN
!	 Other
Way	 NN
to	 Other
represent	 VB
the	 Other
green	 JJ
and	 Other
gold	 NN
.	 Other
We	 PR
always	 RB
knew	 VB
you	 PR
were	 VB
#UAAmazing	 VB
!	 Other
Collaborative	 JJ
meeting	 NN
this	 Other
morning	 NN
to	 Other
discuss	 VB
Spring	 NN
events	 NN
!	 Other
#uaamazing	 JJ
UAA	 NN
:	 Other
@	 JJ
HilaryCorna	 NN
at	 Other
@	 NN
uaanchorage	 NN
.	 Other
#dareyourself	 PR
#uaamazing	 VB
#uaaphotos	 JJ
Finding	 NN
things	 NN
to	 Other
do	 VB
to	 Other
beat	 VB
the	 Other
winter	 NN
blues	 NN
,	 Other
on	 Other
my	 PR
dorm	 NN
roof	 NN
chillin	 NN
w	 VB
a	 Other
J	 NN
.	 Other
#uaamazing	 VB
Finally	 RB
finishing	 VB
an	 Other
essay	 NN
that	 Other
has	 VB
been	 VB
stressing	 VB
you	 PR
out	 Other
for	 Other
the	 Other
past	 JJ
2	 Other
weeks	 NN
is	 VB
one	 Other
of	 Other
the	 Other
best	 JJ
feelings	 NN
.	 Other
#uaamazing	 VB
Me	 NN
tryna	 JJ
finish	 NN
this	 Other
5	 Other
page	 NN
essay	 NN
,	 Other
and	 Other
5	 Other
pages	 NN
is	 VB
n't	 RB
even	 RB
a	 Other
lot	 NN
in	 Other
college	 NN
.	 Other
#uaamazing	 JJ
#collegelife	 NN
@	 NN
demrys	 NN
killing	 VB
it	 PR
.	 Other
#UAAmazing	 VB
@	 JJ
seawolfdebate	 NN
@	 NN
uaaphotos	 NN
(	 Other
at	 Other
UAA/APU	 NN
Consortium	 NN
Library	 NN
)	 Other
s	 VB
Full	 NN
house	 NN
!	 Other
120	 Other
people	 NN
and	 Other
they	 PR
keep	 VB
coming	 VB
in	 Other
.	 Other
#UAAmazing	 VB
Live	 NN
stream	 NN
is	 VB
up	 Other
!	 Other
Join	 NN
us	 PR
for	 Other
a	 Other
public	 JJ
debate	 NN
at	 Other
7	 Other
PM	 NN
.	 Other
#uaamazing	 JJ
http	 NN
:	 Other
//m.ustream.tv/channel/exhibition-debates	 JJ
\u2026	 JJ
Regram	 NN
from	 Other
the	 Other
@	 NN
akaircenter	 NN
.	 Other
Stunning	 VB
sunset	 NN
.	 Other
#UAAmazing	 VB
#campusview	 NN
#ohwhataview\u2026	 JJ
https	 NN
:	 Other
//instagram.com/p/-AdkZzNYW-/	 JJ
I	 PR
finished	 VB
my	 PR
only	 JJ
college	 NN
application	 NN
and	 Other
it	 PR
took	 VB
me	 PR
like	 Other
20	 Other
minutes	 NN
.	 Other
#UAAmazing	 VB
#Bless	 NN
Not	 RB
looking	 VB
forward	 RB
to	 Other
the	 Other
3	 Other
night	 NN
classes	 NN
I	 PR
have	 VB
next	 JJ
semester	 NN
from	 Other
5:30-9:30	 JJ
.	 Other
#uaamazing	 VB
hands	 NN
down	 Other
Prof.	 NN
Trotter	 NN
is	 VB
my	 PR
favorite	 JJ
prof	 NN
right	 RB
now	 RB
!	 Other
boom	 NN
#100	 Other
.	 Other
#uaamazing	 JJ
#studentlife	 NN
When	 Other
you	 PR
spill	 VB
all	 Other
the	 Other
daphnia	 NN
in	 Other
your	 PR
bio	 NN
lab	 NN
.	 Other
#uaamazing	 VB
Well	 RB
...	 Other
it	 PR
took	 VB
me	 PR
about	 Other
20	 Other
mins	 NN
but	 Other
I	 PR
managed	 VB
to	 Other
get	 VB
an	 Other
almost	 RB
halfway	 NN
decent	 JJ
parking	 NN
spot	 NN
at	 Other
the	 Other
UAA	 NN
library	 NN
.	 Other
#UAAmazing	 VB
Read	 NN
about	 Other
#UAA	 NN
student	 NN
Kyle	 NN
Worl	 NN
's	 Other
Second	 NN
Bridge	 NN
project	 NN
in	 Other
Chevak	 NN
,	 Other
AK	 NN
.	 Other
http	 NN
:	 Other
//ow.ly/UrHyA	 JJ
#UAAmazing	 VB
APD	 NN
:	 Other
Closes	 VB
roads	 NN
.	 Other
ASD	 NN
:	 Other
Cancels	 JJ
school	 NN
.	 Other
APU	 NN
:	 Other
Cancels	 NN
campus	 NN
classes	 NN
.	 Other
UAA	 NN
:	 Other
Lol	 NN
.	 Other
You	 PR
be	 VB
aiight	 VB
.	 Other
Put	 VB
on	 Other
a	 Other
hat	 NN
and	 Other
get	 VB
over	 Other
here	 RB
.	 Other
#uaamazing	 VB
When	 Other
ASD	 NN
and	 Other
APU	 NN
cancel	 VB
their	 PR
classes	 NN
for	 Other
today	 NN
but	 Other
UAA	 NN
does	 VB
n't	 RB
.	 Other
#uaamazing	 JJ
Service	 NN
High	 NN
seniors	 NN
at	 Other
the	 Other
UAA	 NN
Preview	 NN
Day	 NN
event	 NN
today	 NN
.	 Other
#DAB	 NN
#UAAmazing	 NN
#907	 Other
#ServiceHighSchool	 NN
#ClassOf2016	 NN
